case_id,changed_voxels_vs_standard_nnunet,dice_delta_vs_standard_nnunet,help_harm,pathology,seed,variant,evidence_source
Case3038,702580,-0.7346085860699136,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3040,1402,-0.24913093858632676,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3040,678268,-0.8611231719098186,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3044,1892,-0.16612529002320187,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3044,687336,-0.7678688108249883,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case5005,24140,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case5005,336401,-0.5401629089712967,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6001,28499,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6001,532273,-0.440041242462251,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6010,29761,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6010,457313,-0.48581004758830365,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case7005,13666,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case7005,243847,0.0,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8003,27577,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8003,316896,-0.7025703169405263,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8011,22565,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8011,314006,-0.22185962857523753,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8015,18535,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8015,345787,-0.45931007076513575,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8019,22001,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8019,312247,-0.6560129556174236,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8021,20091,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8021,307189,0.00039056270321465654,help,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8022,17135,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8022,322312,-0.6663985015231144,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8023,21206,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8023,308197,-0.44991505974169355,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1002,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1002,1513,-0.5782449000042396,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1007,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1007,6534,-0.3594256964705136,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1009,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1009,5433,-0.3052083965428637,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1010,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1010,2099,-0.48097559845201954,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1021,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1021,1791,-0.5457892740803976,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1023,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1023,5398,-0.4320936670640312,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1029,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1029,6412,-0.1453946516231882,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1033,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1033,7707,-0.5045166803972864,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1040,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1040,4582,-0.23867345382911256,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1042,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1042,1527,-0.5220829315332691,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1045,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1045,900,-0.025909809512273146,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1047,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1047,7077,-0.3920314108363786,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1053,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1053,1295,-0.4893577578879881,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1062,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1062,12720,-0.2999552242237501,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1070,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1070,8019,-0.3554993389027152,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1073,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1073,3002,-0.3729946909193199,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1080,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1080,1630,-0.6038138408034074,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2002,2685,-0.04627205315366362,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2002,1120,-0.1600683967399757,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2007,1211,-0.10575961640741982,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2007,967,-0.093468711889998,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2008,2168,0.11267429740894119,help,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2008,1213,-0.40296808539309453,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2017,1745,-0.1330268656428868,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2017,910,-0.11082400571564666,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2020,807,-0.213571689129191,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2020,438,-0.19579922676230493,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2031,961,-0.29880478087649404,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2031,1127,-0.8013937282229965,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2033,1286,-0.08736739548820699,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2033,709,-0.05423220973782772,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3004,3187,-0.3305578674595585,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3004,2891,-0.23478648985896983,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3011,3061,-0.1938751472320377,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3011,3388,-0.34408769216299695,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3012,1970,-0.17086761854044746,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3012,1980,-0.41041482259620377,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3023,2008,-0.1409096800357885,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3023,2218,-0.27877628266920956,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3026,1920,-0.17904906103816862,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3026,1900,-0.12697446126444756,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3034,2563,-0.26856837797251865,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3034,1893,-0.145640893779312,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3038,5484,-0.16335161568917753,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3038,9510,-0.6323418641314071,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3040,4174,-0.20360741810074254,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3040,2406,-0.29101177571935355,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3044,3684,-0.12938915438208565,harm_or_neutral,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3044,4131,-0.35531244114985855,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case5005,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case5005,2636,-0.5149813450516565,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6001,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6001,1447,-0.44141977425323903,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6010,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6010,956,-0.4887960429175352,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case7005,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case7005,35,,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8003,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8003,2143,-0.7140587985318264,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8011,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8011,186,-0.22406639004149378,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8015,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8015,1179,-0.43505164374222133,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8019,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8019,896,-0.6471062714256907,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8021,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8021,320,0.06315789473684211,help,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8022,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8022,1325,-0.6414335861722109,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8023,0,,identity,edema,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8023,1177,-0.4166829116144879,harm_or_neutral,scar,20260724,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
